file,access_modify,final_modify,annotation_modify,param_modify,import_extensive,parent_class_modify,parent_interface_modify,class_body_modify,inner_extensive_class,class_var_extensive,class_var_modify,method_body_modify,method_extensive,method_var_extensive,method_var_modify,Move Class,Rename Class,Move And Rename Class,Move Method,Rename Method,Move And Rename Method,Extract Method,Extract And Move Method,Rename Parameter,Add Parameter,Remove Parameter
apex/jobscheduler/framework/java/android/app/AlarmManager.java,,,,,,,,1,,,,,1,,,,,,,,,,,,,
core/java/android/app/admin/DevicePolicyManager.java,,,,,,,,1,,,1,,,,,,,,,,,,,,,
core/java/android/app/admin/ManagedProfileProvisioningParams.java,,,,1,,,,3,,2,1,4,3,1,,,,,,,,,,,1,
core/java/android/app/admin/SystemUpdateInfo.java,,,,,,,,1,,,,2,,,,,,,,,,,,,,
core/java/android/app/LoadedApk.java,,,,,,,,1,,,,1,,,,,,,,,,,,,,
core/java/android/content/res/AssetManager.java,,,,,,,,1,,1,,1,,,,,,,,,,,,,,
core/java/android/net/NetworkPolicyManager.java,,,,,,,,1,,5,,,,,,,,,,,,,,,,
core/java/android/os/BatteryUsageStats.java,,,,1,,,,2,,2,,5,,,,,,,,,,,,,1,
core/java/android/os/Process.java,,,,,,,,1,,1,,,,,,,,,,,,,,,,
core/java/android/provider/Settings.java,,,,,,,,2,,2,,,,,,,,,,,,,,,,
core/java/android/speech/tts/TtsEngines.java,,,,,,,,1,,,,1,,,,,,,,,,,,,,
core/java/com/android/internal/content/om/OverlayConfig.java,,,,1,,,,1,,,,2,,1,6,,,,,,,,,,1,
core/java/com/android/internal/net/NetworkUtilsInternal.java,,,,1,,,,1,,,,1,,,,,,,,,,,,,,
core/java/com/android/internal/os/BatteryStatsHistory.java,2,,,2,,,,1,,,,4,5,,1,,,,,,,2,,,,
core/java/com/android/internal/os/BatteryStatsImpl.java,,,,,,,,1,,,,1,1,,,,,,,,,,,,,
core/java/com/android/internal/os/BatteryUsageStatsProvider.java,,,,,1,,,1,,,,1,,3,1,,,,,,,,,,,
core/java/com/android/internal/os/Zygote.java,,,,,,,,1,,,,2,,,,,,,,,,,,,,
core/tests/coretests/src/com/android/internal/content/res/OverlayConfigTest.java,,,,,,,,1,,,,2,,,2,,,,,,,,,,,
core/tests/coretests/src/com/android/internal/os/BatteryUsageStatsProviderTest.java,,,,,,,,1,,1,1,,,,,,,,,,,,,,,
core/tests/coretests/src/com/android/internal/os/BatteryUsageStatsRule.java,,,,,,,,1,,,,2,1,,,,,,,,,,,,,
core/tests/coretests/src/com/android/internal/os/MockBatteryStatsImpl.java,,,,,,,,1,,,,1,1,,,,,,,,,,,,,
packages/SettingsLib/src/com/android/settingslib/display/DisplayDensityUtils.java,,,,,,,,1,,,2,,,,,,,,,,,,,,,
packages/SettingsProvider/src/android/provider/settings/backup/GlobalSettings.java,,,,,,,,1,,,1,,,,,,,,,,,,,,,
packages/SettingsProvider/src/android/provider/settings/validators/GlobalSettingsValidators.java,,,,,1,,,1,,,,,,,,,,,,,,,,,,
packages/SettingsProvider/src/android/provider/settings/validators/SettingsValidators.java,,,,,,,,1,,1,,,,,,,,,,,,,,,,
packages/SettingsProvider/src/com/android/providers/settings/SettingsService.java,,,,,2,,,2,,1,,7,2,3,6,,,,,,,,,,,
packages/SystemUI/src/com/android/keyguard/KeyguardPinBasedInputView.java,,,,,,,,1,,,,1,1,,,,,,,,,,,,,
packages/SystemUI/src/com/android/keyguard/KeyguardPINView.java,,,,,1,,,1,,2,,1,1,7,,,,,,,,,,,,
packages/SystemUI/src/com/android/keyguard/NumPadKey.java,1,,,1,1,,,1,,,,2,2,,1,,,,,,,1,,,,
packages/SystemUI/src/com/android/systemui/biometrics/UdfpsView.java,,,,,,,,1,,,,2,,,,,,,,,,,,,,
packages/SystemUI/src/com/android/systemui/dagger/SystemUIModule.java,,,,,,,,1,,,,,1,,,,,,,,,,,,,
packages/SystemUI/src/com/android/systemui/globalactions/GlobalActionsDialogLite.java,,,,,1,,,1,1,5,,1,1,,,,,,,,,,,,,
packages/SystemUI/src/com/android/systemui/keyguard/KeyguardViewMediator.java,,,,,,,,2,,3,1,4,3,1,1,,,,,,,,,,,
packages/SystemUI/src/com/android/systemui/navigationbar/buttons/KeyButtonView.java,,,,1,,,,2,,1,1,4,1,,1,,,,,,,1,,,,
packages/SystemUI/src/com/android/systemui/navigationbar/NavigationBarInflaterView.java,,,,,4,,1,1,,5,,5,6,,,,,,,,,,,,,
packages/SystemUI/src/com/android/systemui/navigationbar/NavigationBarView.java,,,,,2,,1,1,,2,,5,3,6,,,,,,,,,,,,
