file,e2n_e,e2n_n,n2e_n,n2e_e
core/java/android/content/pm/PackageManager.java,,23,,
libs/WindowManager/Shell/src/com/android/wm/shell/fullscreen/FullscreenTaskListener.java,8,12,5,5
core/java/android/util/SparseBooleanArray.java,,7,,
core/java/android/app/TaskInfo.java,,18,,
libs/WindowManager/Shell/src/com/android/wm/shell/fullscreen/FullscreenUnfoldController.java,29,,,
libs/WindowManager/Shell/src/com/android/wm/shell/onehanded/OneHandedSettingsUtil.java,,10,,
libs/WindowManager/Shell/src/com/android/wm/shell/onehanded/OneHandedDisplayAreaOrganizer.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/onehanded/OneHandedUiEventLogger.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/pip/phone/PhonePipMenuController.java,2,1,2,2
libs/WindowManager/Shell/src/com/android/wm/shell/common/SystemWindows.java,,2,,
libs/WindowManager/Shell/src/com/android/wm/shell/pip/phone/PipController.java,1,,7,3
libs/WindowManager/Shell/src/com/android/wm/shell/pip/phone/PipMenuView.java,2,1,1,1
libs/WindowManager/Shell/src/com/android/wm/shell/pip/phone/PipMotionHelper.java,5,2,,
libs/WindowManager/Shell/src/com/android/wm/shell/pip/PipTaskOrganizer.java,,3,52,
libs/WindowManager/Shell/src/com/android/wm/shell/pip/phone/PipTouchHandler.java,2,,,1
libs/WindowManager/Shell/src/com/android/wm/shell/pip/phone/PipDismissTargetHandler.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/pip/PipBoundsState.java,1,3,,2
libs/WindowManager/Shell/src/com/android/wm/shell/pip/PipTransition.java,17,,6,1
libs/WindowManager/Shell/src/com/android/wm/shell/transition/Transitions.java,18,31,1,
libs/WindowManager/Shell/src/com/android/wm/shell/pip/PipAnimationController.java,,5,,
libs/WindowManager/Shell/src/com/android/wm/shell/common/TaskStackListenerCallback.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/common/TaskStackListenerImpl.java,,1,,
core/java/android/util/SparseIntArray.java,,33,,
libs/WindowManager/Shell/src/com/android/wm/shell/common/ExecutorUtils.java,,17,,
libs/WindowManager/Shell/src/com/android/wm/shell/RootDisplayAreaOrganizer.java,8,,,
core/java/android/window/DisplayAreaOrganizer.java,,5,,
core/java/android/window/DisplayAreaAppearedInfo.java,,2,,
libs/WindowManager/Shell/src/com/android/wm/shell/RootTaskDisplayAreaOrganizer.java,1,8,,
core/java/android/window/TaskOrganizer.java,,2,,
core/java/android/window/TaskAppearedInfo.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/SplitScreenController.java,34,6,9,5
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/SplitScreen.java,,4,,1
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/SplitscreenEventLogger.java,9,,,6
core/java/com/android/internal/logging/InstanceId.java,,14,,
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/StageCoordinator.java,95,48,48,33
