a6ec214469cb8ad26bc948bc0b60006ffd1fdf5b,9d930f996e6,3e199be0fcc,None,lineage-17.1,android10-security-release
9d930f996e6d31820e201f4eb7dd7bf11127f932,349da928933,8ec6a0da051,None,lineage-17.1,android10-security-release
349da92893334f03c24d9823243642a167fc0bb3,17ba3bd38d5,a67393096c4,None,lineage-17.1,android10-security-release
98e4f1998d69c8424703f808645abb3a1c216ee6,a28bc8b9998,e1ee1d96dfe,None,lineage-17.1,android10-security-release
a28bc8b9998b7cf296708b5b67aeff98ef76f06d,0e3b80304f8,a0456b7797c,None,lineage-17.1,android10-security-release
a5464e4c3f2a28630d99d1d7996bd3c41ec2877f,59a11e64c42,caf5c0ce6ab,None,lineage-17.1,android10-security-release
0c8853114de7dfb1921fc183857a341b40c4b20e,10e300d4868,71f976822c6,None,lineage-17.1,android10-security-release
10e300d48682ac576ead42e0f216976fa8847033,ba6f7056c78,2b65ceda5b0,None,lineage-17.1,android10-security-release
ba6f7056c78fbd8da70e103d6e28aac43f77c7a8,189a54c3270,5f889a0c4b8,None,lineage-17.1,android10-security-release
05fa7e2c3e169e955e815187e15fd141fe9aa95b,f3e14c38eb0,e4a60390166,None,lineage-17.1,android10-security-release
f3e14c38eb092eb65a91bea2bd8dcb4c5431357e,b32281563c9,06fab147abd,None,lineage-17.1,android10-security-release
08217a8136c260cbdabc73f268891dcee5e38f1d,0d4186c1ff4,420c6910e5c,None,lineage-17.1,android10-security-release
aaecaa08c1487e2913a89c335b0f3d4d018e9021,4e6dc6b4a19,d5c8c2b9745,None,lineage-17.1,android10-security-release
14e1bbe034dd1d6cc53646dd53e138f636d5d5cb,a82d1f6a2b5,af9e4710df4,None,lineage-17.1,android10-security-release
09f6943068695f12f8f624668cbff7572dfa6053,2a9f078efc9,b73ef520e3f,None,lineage-17.1,android10-security-release
41eae4747c3e192f5afa6742f35ff151bf5eeb91,76ec2b46478,0083d093a0e,None,lineage-17.1,android10-security-release
fa7f48e523bb6ee1d7a34cbd8afdba0552bcfe1b,acbd268cbde,6d9efc67674,None,lineage-17.1,android10-security-release
3a6c4af35c60db2b635f8f4c414b6c921a80a293,5ef54fb0e8d,bcc5dd17889,None,lineage-17.1,android10-security-release
7c4ac79790ec768024078c88a75367a73d866414,5ac77213cc0,5e33750cced,None,lineage-17.1,android10-security-release
70d4b0aba3f2ac465b9e7e18e285b18b4e6c9eaf,44f7cdc0ef9,9d69c14f68c,None,lineage-17.1,android10-security-release
96e5fca97c43ea282d5ad4b7c6fad40acd91586d,c155a3fcf95,dff3deab5d2,None,lineage-17.1,android10-security-release
f5600fff5c1fe764b568c7c885eb1aee022a81ca,39a331c6f0d,2cdeacfe733,None,lineage-17.1,android-s-beta-4
f67897bc05520f743974fc397aa96e4049a057b3,63fc6d8c0ac,81ee10241fc,None,lineage-17.1,android-s-beta-4
721f892272f7a01a7b3d4db7cefd8943acbb8a01,4b997a53a51,62b1d634b63,None,lineage-17.1,android-s-beta-4
619b6be348da0cfbb30a2d5a472a22cb462f2d6e,a36beab2c13,13758c1cf24,None,lineage-17.1,android-s-beta-4
8943bbe92bfbc3ead44f63a6a3c145a135548b7c,c7a2370ceb3,2327d933d5f,None,lineage-17.1,android-s-beta-4
f6c5d7a1baf30db0e54e60e290978391e5edf622,99264bd8b58,a70edf3aba7,None,lineage-17.1,android10-qpr1-b-release
e487283f40a9f822a61ff52ae45c447fd73e336f,439b220b147,ca9cee72962,None,lineage-17.1,android10-qpr1-b-release
