8c60ca7c0b3fbe4fca6d3ec3137d76127cfe7c77,7c03349f7bc,2cdeacfe733,None,android-10,android12-gsi
acb5b7bc5892f21ff74adb2829705008ac4eb86c,48ba36257a5,81ee10241fc,None,android-10,android12-gsi
facee071a47a755d89af2c30a5472891eed55a14,7a9133b5e2f,62b1d634b63,None,android-10,android12-gsi
1817b69d0a92117043f1a933ae6cd3feb4a9c3c9,b840665689f,13758c1cf24,None,android-10,android10-qpr2-release
b7ff81acc796b2957f68c9412cef71b9b47e67de,0ea06fd0ec0,2327d933d5f,None,android-10,android10-qpr2-release
d07706e384f1616c141a6a68107e0559d9045bf4,8fe7a256354,7b24f122dd3,None,android-10,android10-qpr1-d-release
f0a0c6b9913e2249077a01e9a4593ac409180f8a,cf11aee905d,f00b6679d15,None,android-10,android10-qpr1-c-release
160034a542fd4cfe183b93b3a4888dc7c4f68b65,0b3481cb00f,0bb75e9b038,None,android-10,android10-c2f2-s2-release
b944efe969cba0a00ebfec1cebc56fe8a2bcbbce,73bf69cd273,37a24f52e6b,None,android-10,android10-gsi
ec0346ef845f914fb718ec0c4af02495cd9f6274,d1b869ead2a,5960d27c445,None,android-10,android11-d2-release
