all_e2n,all_n2e,Call_e2n,Call_n2e,Define_e2n,Define_n2e,UseVar_e2n,UseVar_n2e,Aggregate_e2n,Aggregate_n2e,Typed_e2n,Typed_n2e,Set_e2n,Set_n2e,Modify_e2n,Modify_n2e,Annotate_e2n,Annotate_n2e,Parameter_e2n,Parameter_n2e,Reflect_e2n,Reflect_n2e,Override_e2n,Override_n2e,Implement_e2n,Implement_n2e,Inherit_e2n,Inherit_n2e,Cast_e2n,Cast_n2e,Call non-dynamic_e2n,Call non-dynamic_n2e
3176,3604,1482,451,92,1390,480,651,69,41,582,17,280,888,48,127,73,0,0,30,19,5,11,0,25,0,10,0,4,4,1,0
